Observation station,Year,Month,Day,Snow depth mean [cm],Date,Average temperature [°C],cloud_code,Global radiation mean [W/m2]
Lahti Sopenkorpi,2020,6,21,-1.0,2020-06-21,18.2,0.0,"353,7"
Lahti Sopenkorpi,2020,6,22,-1.0,2020-06-22,18.7,0.0,"361,1"
Lahti Sopenkorpi,2020,6,23,-1.0,2020-06-23,21.5,0.0,"351,7"
Lahti Sopenkorpi,2020,6,24,-1.0,2020-06-24,23.9,0.0,"328,7"
Lahti Sopenkorpi,2020,6,25,-1.0,2020-06-25,25.6,0.0,"345,5"
Lahti Sopenkorpi,2020,6,26,-1.0,2020-06-26,23.5,0.0,"344,8"
Lahti Sopenkorpi,2020,6,27,-1.0,2020-06-27,24.1,0.0,"328,6"
Lahti Sopenkorpi,2020,6,28,-1.0,2020-06-28,21.5,5.0,"316,1"
Lahti Sopenkorpi,2020,6,29,-1.0,2020-06-29,19.1,0.0,"243,8"
Lahti Sopenkorpi,2020,6,30,-1.0,2020-06-30,14.1,8.0,"62,7"
Lahti Sopenkorpi,2020,7,1,-1.0,2020-07-01,14.6,1.0,"184,5"
Lahti Sopenkorpi,2020,7,2,-1.0,2020-07-02,15.0,2.0,"235,7"
Lahti Sopenkorpi,2020,7,3,-1.0,2020-07-03,16.4,7.0,"309,9"
Lahti Sopenkorpi,2020,7,4,-1.0,2020-07-04,14.1,7.0,"115,2"
Lahti Sopenkorpi,2020,7,5,-1.0,2020-07-05,15.0,8.0,"155,8"
Lahti Sopenkorpi,2020,7,6,-1.0,2020-07-06,15.5,8.0,"263,4"
Lahti Sopenkorpi,2020,7,7,-1.0,2020-07-07,13.8,7.0,"180,6"
Lahti Sopenkorpi,2020,7,8,-1.0,2020-07-08,13.3,0.0,287
Lahti Sopenkorpi,2020,7,9,-1.0,2020-07-09,12.8,0.0,227
Lahti Sopenkorpi,2020,7,10,-1.0,2020-07-10,13.7,2.0,"312,7"
Lahti Sopenkorpi,2020,7,11,-1.0,2020-07-11,12.7,7.0,"88,7"
Lahti Sopenkorpi,2020,7,12,-1.0,2020-07-12,14.7,5.0,"329,8"
Lahti Sopenkorpi,2020,7,13,-1.0,2020-07-13,13.2,7.0,"213,1"
Lahti Sopenkorpi,2020,7,14,-1.0,2020-07-14,14.6,6.0,"275,4"
Lahti Sopenkorpi,2020,7,15,-1.0,2020-07-15,17.5,0.0,"288,5"
Lahti Sopenkorpi,2020,7,16,-1.0,2020-07-16,18.8,0.0,"253,1"
Lahti Sopenkorpi,2020,7,17,-1.0,2020-07-17,20.2,0.0,"286,3"
Lahti Sopenkorpi,2020,7,18,-1.0,2020-07-18,21.1,0.0,"322,9"
Lahti Sopenkorpi,2020,7,19,-1.0,2020-07-19,21.0,0.0,"290,9"
Lahti Sopenkorpi,2020,7,20,-1.0,2020-07-20,22.0,8.0,"186,2"
Lahti Sopenkorpi,2020,7,21,-1.0,2020-07-21,19.7,6.0,"245,5"
Lahti Sopenkorpi,2020,7,22,-1.0,2020-07-22,15.2,5.0,246
Lahti Sopenkorpi,2020,7,23,-1.0,2020-07-23,12.6,6.0,"143,8"
Lahti Sopenkorpi,2020,7,24,-1.0,2020-07-24,12.0,3.0,"87,6"
Lahti Sopenkorpi,2020,7,25,-1.0,2020-07-25,14.0,7.0,"175,7"
Lahti Sopenkorpi,2020,7,26,-1.0,2020-07-26,16.7,8.0,"307,6"
Lahti Sopenkorpi,2020,7,27,-1.0,2020-07-27,18.6,0.0,"285,4"
Lahti Sopenkorpi,2020,7,28,-1.0,2020-07-28,17.0,3.0,"84,2"
Lahti Sopenkorpi,2020,7,29,-1.0,2020-07-29,15.7,7.0,"116,7"
Lahti Sopenkorpi,2020,7,30,-1.0,2020-07-30,15.4,8.0,"225,5"
Lahti Sopenkorpi,2020,7,31,-1.0,2020-07-31,16.4,0.0,"254,3"
Lahti Sopenkorpi,2020,8,1,-1.0,2020-08-01,16.1,0.0,"267,3"
Lahti Sopenkorpi,2020,8,2,-1.0,2020-08-02,15.7,7.0,"191,4"
Lahti Sopenkorpi,2020,8,3,-1.0,2020-08-03,16.4,8.0,"150,2"
Lahti Sopenkorpi,2020,8,4,-1.0,2020-08-04,15.2,0.0,"89,3"
Lahti Sopenkorpi,2020,8,5,-1.0,2020-08-05,17.0,8.0,232
Lahti Sopenkorpi,2020,8,6,-1.0,2020-08-06,15.9,7.0,"76,7"
Lahti Sopenkorpi,2020,8,7,-1.0,2020-08-07,19.5,1.0,196
Lahti Sopenkorpi,2020,8,8,-1.0,2020-08-08,21.8,2.0,"270,9"
Lahti Sopenkorpi,2020,8,9,-1.0,2020-08-09,21.2,0.0,"259,6"
Lahti Sopenkorpi,2020,8,10,-1.0,2020-08-10,17.7,0.0,"254,9"
Lahti Sopenkorpi,2020,8,11,-1.0,2020-08-11,14.9,0.0,"222,2"
Lahti Sopenkorpi,2020,8,12,-1.0,2020-08-12,14.2,1.0,158
Lahti Sopenkorpi,2020,8,13,-1.0,2020-08-13,14.3,8.0,"177,4"
Lahti Sopenkorpi,2020,8,14,-1.0,2020-08-14,15.6,0.0,"177,7"
Lahti Sopenkorpi,2020,8,15,-1.0,2020-08-15,19.1,7.0,"207,4"
Lahti Sopenkorpi,2020,8,16,-1.0,2020-08-16,19.2,0.0,"253,6"
Lahti Sopenkorpi,2020,8,17,-1.0,2020-08-17,15.3,0.0,"254,6"
Lahti Sopenkorpi,2020,8,18,-1.0,2020-08-18,16.4,0.0,"253,1"
Lahti Sopenkorpi,2020,8,19,-1.0,2020-08-19,18.0,0.0,"232,5"
Lahti Sopenkorpi,2020,8,20,-1.0,2020-08-20,18.2,6.0,239
Lahti Sopenkorpi,2020,8,21,-1.0,2020-08-21,19.1,0.0,"236,6"
Lahti Sopenkorpi,2020,8,22,-1.0,2020-08-22,16.3,1.0,"40,4"
Lahti Sopenkorpi,2020,8,23,-1.0,2020-08-23,18.6,8.0,"182,8"
Lahti Sopenkorpi,2020,8,24,-1.0,2020-08-24,15.9,0.0,"172,8"
Lahti Sopenkorpi,2020,8,25,-1.0,2020-08-25,13.4,1.0,"148,5"
Lahti Sopenkorpi,2020,8,26,-1.0,2020-08-26,13.3,0.0,"184,3"
Lahti Sopenkorpi,2020,8,27,-1.0,2020-08-27,12.9,0.0,"189,6"
Lahti Sopenkorpi,2020,8,28,-1.0,2020-08-28,13.4,0.0,"168,9"
Lahti Sopenkorpi,2020,8,29,-1.0,2020-08-29,14.0,6.0,"182,6"
Lahti Sopenkorpi,2020,8,30,-1.0,2020-08-30,12.6,7.0,"42,6"
Lahti Sopenkorpi,2020,8,31,-1.0,2020-08-31,12.4,8.0,"65,4"
Lahti Sopenkorpi,2020,9,1,-1.0,2020-09-01,13.2,0.0,"210,7"
Lahti Sopenkorpi,2020,9,2,-1.0,2020-09-02,13.1,0.0,"132,9"
Lahti Sopenkorpi,2020,9,3,-1.0,2020-09-03,14.6,7.0,"51,4"
Lahti Sopenkorpi,2020,9,4,-1.0,2020-09-04,15.7,8.0,82
Lahti Sopenkorpi,2020,9,5,-1.0,2020-09-05,13.9,8.0,"90,2"
Lahti Sopenkorpi,2020,9,6,-1.0,2020-09-06,12.7,7.0,"107,6"
Lahti Sopenkorpi,2020,9,7,-1.0,2020-09-07,11.0,0.0,"152,8"
Lahti Sopenkorpi,2020,9,8,-1.0,2020-09-08,10.0,0.0,"48,6"
Lahti Sopenkorpi,2020,9,9,-1.0,2020-09-09,12.4,7.0,"89,4"
Lahti Sopenkorpi,2020,9,10,-1.0,2020-09-10,11.7,8.0,"133,7"
Lahti Sopenkorpi,2020,9,11,-1.0,2020-09-11,9.5,0.0,"132,6"
Lahti Sopenkorpi,2020,9,12,-1.0,2020-09-12,11.5,5.0,"35,9"
Lahti Sopenkorpi,2020,9,13,-1.0,2020-09-13,11.7,8.0,"171,5"
Lahti Sopenkorpi,2020,9,14,-1.0,2020-09-14,11.3,0.0,"154,1"
Lahti Sopenkorpi,2020,9,15,-1.0,2020-09-15,11.0,0.0,"129,3"
Lahti Sopenkorpi,2020,9,16,-1.0,2020-09-16,11.9,6.0,"35,8"
Lahti Sopenkorpi,2020,9,17,-1.0,2020-09-17,7.8,7.0,"63,7"
Lahti Sopenkorpi,2020,9,18,-1.0,2020-09-18,10.2,8.0,"130,9"
Lahti Sopenkorpi,2020,9,19,-1.0,2020-09-19,10.0,0.0,"133,1"
Lahti Sopenkorpi,2020,9,20,-1.0,2020-09-20,9.3,0.0,"126,4"
Lahti Sopenkorpi,2020,9,21,-1.0,2020-09-21,11.9,7.0,"93,3"
Lahti Sopenkorpi,2020,9,22,-1.0,2020-09-22,12.5,7.0,"80,5"
Lahti Sopenkorpi,2020,9,23,-1.0,2020-09-23,12.7,0.0,"104,1"
Lahti Sopenkorpi,2020,9,24,-1.0,2020-09-24,14.3,0.0,"117,9"
Lahti Sopenkorpi,2020,9,25,-1.0,2020-09-25,14.3,0.0,"59,4"
Lahti Sopenkorpi,2020,9,26,-1.0,2020-09-26,14.9,0.0,"104,7"
Lahti Sopenkorpi,2020,9,27,-1.0,2020-09-27,15.3,0.0,"120,5"
Lahti Sopenkorpi,2020,9,28,-1.0,2020-09-28,13.8,0.0,111
Lahti Sopenkorpi,2020,9,29,-1.0,2020-09-29,12.4,8.0,"14,6"
Lahti Sopenkorpi,2020,9,30,-1.0,2020-09-30,12.4,8.0,"88,2"
Lahti Sopenkorpi,2020,10,1,-1.0,2020-10-01,12.3,8.0,"93,9"
Lahti Sopenkorpi,2020,10,2,-1.0,2020-10-02,11.6,0.0,"96,7"
Lahti Sopenkorpi,2020,10,3,-1.0,2020-10-03,12.2,0.0,"60,2"
Lahti Sopenkorpi,2020,10,4,-1.0,2020-10-04,11.8,8.0,"23,7"
Lahti Sopenkorpi,2020,10,5,-1.0,2020-10-05,13.6,8.0,"95,1"
Lahti Sopenkorpi,2020,10,6,-1.0,2020-10-06,13.1,7.0,31
Lahti Sopenkorpi,2020,10,7,-1.0,2020-10-07,12.0,7.0,"54,3"
Lahti Sopenkorpi,2020,10,8,-1.0,2020-10-08,12.1,3.0,"38,9"
Lahti Sopenkorpi,2020,10,9,-1.0,2020-10-09,10.9,7.0,"29,3"
Lahti Sopenkorpi,2020,10,10,-1.0,2020-10-10,9.4,1.0,"66,1"
Lahti Sopenkorpi,2020,10,11,-1.0,2020-10-11,9.1,8.0,"49,7"
Lahti Sopenkorpi,2020,10,12,-1.0,2020-10-12,6.5,8.0,"58,3"
Lahti Sopenkorpi,2020,10,13,-1.0,2020-10-13,7.1,8.0,"57,9"
Lahti Sopenkorpi,2020,10,14,-1.0,2020-10-14,6.7,4.0,"46,6"
Lahti Sopenkorpi,2020,10,15,-1.0,2020-10-15,4.5,7.0,74
Lahti Sopenkorpi,2020,10,16,-1.0,2020-10-16,3.3,8.0,"63,1"
Lahti Sopenkorpi,2020,10,17,-1.0,2020-10-17,3.3,0.0,"45,9"
Lahti Sopenkorpi,2020,10,18,-1.0,2020-10-18,3.2,8.0,"50,6"
Lahti Sopenkorpi,2020,10,19,-0.3,2020-10-19,0.8,8.0,"44,1"
Lahti Sopenkorpi,2020,10,20,0.0,2020-10-20,-0.3,7.0,"43,7"
Lahti Sopenkorpi,2020,10,21,0.0,2020-10-21,2.6,2.0,"14,5"
Lahti Sopenkorpi,2020,10,22,0.0,2020-10-22,8.1,8.0,"6,5"
Lahti Sopenkorpi,2020,10,23,0.0,2020-10-23,6.0,8.0,"29,4"
Lahti Sopenkorpi,2020,10,24,0.0,2020-10-24,1.0,0.0,"36,4"
Lahti Sopenkorpi,2020,10,25,0.0,2020-10-25,3.0,8.0,"18,1"
Lahti Sopenkorpi,2020,10,26,0.0,2020-10-26,9.2,8.0,"8,7"
Lahti Sopenkorpi,2020,10,27,0.0,2020-10-27,10.2,8.0,2
Lahti Sopenkorpi,2020,10,28,0.0,2020-10-28,8.6,7.0,"26,4"
Lahti Sopenkorpi,2020,10,29,0.0,2020-10-29,8.7,8.0,"30,2"
Lahti Sopenkorpi,2020,10,30,0.0,2020-10-30,7.1,8.0,"12,9"
Lahti Sopenkorpi,2020,10,31,0.0,2020-10-31,6.0,9.0,"12,7"
Lahti Sopenkorpi,2020,11,1,0.0,2020-11-01,7.3,8.0,"9,2"
Lahti Sopenkorpi,2020,11,2,0.0,2020-11-02,6.4,8.0,"9,3"
Lahti Sopenkorpi,2020,11,3,0.0,2020-11-03,9.8,8.0,"22,2"
Lahti Sopenkorpi,2020,11,4,0.0,2020-11-04,5.8,8.0,"16,3"
Lahti Sopenkorpi,2020,11,5,0.0,2020-11-05,5.9,3.0,"18,9"
Lahti Sopenkorpi,2020,11,6,0.0,2020-11-06,8.1,0.0,"37,4"
Lahti Sopenkorpi,2020,11,7,0.0,2020-11-07,7.6,0.0,"38,1"
Lahti Sopenkorpi,2020,11,8,0.0,2020-11-08,3.0,7.0,"40,9"
Lahti Sopenkorpi,2020,11,9,0.0,2020-11-09,2.8,0.0,"30,3"
Lahti Sopenkorpi,2020,11,10,0.0,2020-11-10,-0.4,0.0,"19,4"
Lahti Sopenkorpi,2020,11,11,0.0,2020-11-11,1.0,8.0,"5,7"
Lahti Sopenkorpi,2020,11,12,0.0,2020-11-12,4.7,8.0,"12,5"
Lahti Sopenkorpi,2020,11,13,0.0,2020-11-13,3.6,8.0,"2,7"
Lahti Sopenkorpi,2020,11,14,0.0,2020-11-14,2.8,8.0,"5,8"
Lahti Sopenkorpi,2020,11,15,0.0,2020-11-15,2.1,7.0,"11,2"
Lahti Sopenkorpi,2020,11,16,0.0,2020-11-16,3.1,8.0,"1,8"
Lahti Sopenkorpi,2020,11,17,0.0,2020-11-17,4.5,8.0,"1,9"
Lahti Sopenkorpi,2020,11,18,0.0,2020-11-18,8.2,8.0,"20,1"
Lahti Sopenkorpi,2020,11,19,0.0,2020-11-19,7.3,8.0,"3,5"
Lahti Sopenkorpi,2020,11,20,,2020-11-20,-0.2,8.0,"17,4"
Lahti Sopenkorpi,2020,11,21,0.0,2020-11-21,-0.2,8.0,"9,2"
Lahti Sopenkorpi,2020,11,22,0.0,2020-11-22,4.7,8.0,17
Lahti Sopenkorpi,2020,11,23,0.0,2020-11-23,3.4,7.0,"17,6"
Lahti Sopenkorpi,2020,11,24,0.0,2020-11-24,1.1,7.0,"11,4"
Lahti Sopenkorpi,2020,11,25,0.0,2020-11-25,0.0,8.0,"3,6"
Lahti Sopenkorpi,2020,11,26,0.0,2020-11-26,4.0,8.0,"3,3"
Lahti Sopenkorpi,2020,11,27,0.0,2020-11-27,0.3,7.0,"7,2"
Lahti Sopenkorpi,2020,11,28,0.0,2020-11-28,0.5,8.0,"4,1"
Lahti Sopenkorpi,2020,11,29,0.0,2020-11-29,0.0,8.0,"1,5"
Lahti Sopenkorpi,2020,11,30,0.1,2020-11-30,-0.4,8.0,"3,5"
Lahti Sopenkorpi,2020,12,1,1.0,2020-12-01,1.3,7.0,"6,2"
Lahti Sopenkorpi,2020,12,2,0.0,2020-12-02,1.4,8.0,"6,4"
Lahti Sopenkorpi,2020,12,3,0.0,2020-12-03,-1.3,8.0,1
Lahti Sopenkorpi,2020,12,4,0.0,2020-12-04,0.6,8.0,"2,8"
Lahti Sopenkorpi,2020,12,5,0.0,2020-12-05,2.5,8.0,"0,6"
Lahti Sopenkorpi,2020,12,6,0.0,2020-12-06,2.6,8.0,"0,6"
Lahti Sopenkorpi,2020,12,7,0.0,2020-12-07,0.4,8.0,"16,4"
Lahti Sopenkorpi,2020,12,8,0.0,2020-12-08,-2.3,0.0,"10,4"
Lahti Sopenkorpi,2020,12,9,0.0,2020-12-09,-3.2,0.0,"6,8"
Lahti Sopenkorpi,2020,12,10,0.0,2020-12-10,-3.8,0.0,"2,2"
Lahti Sopenkorpi,2020,12,11,0.0,2020-12-11,-3.9,7.0,"1,5"
Lahti Sopenkorpi,2020,12,12,0.3,2020-12-12,-0.6,8.0,"3,7"
Lahti Sopenkorpi,2020,12,13,0.0,2020-12-13,-2.2,8.0,"5,2"
Lahti Sopenkorpi,2020,12,14,1.2,2020-12-14,-2.7,8.0,"1,4"
Lahti Sopenkorpi,2020,12,15,2.9,2020-12-15,-0.8,8.0,"2,6"
Lahti Sopenkorpi,2020,12,16,4.3,2020-12-16,1.0,9.0,"0,8"
Lahti Sopenkorpi,2020,12,17,4.4,2020-12-17,-0.5,8.0,"6,1"
Lahti Sopenkorpi,2020,12,18,5.8,2020-12-18,0.2,8.0,"1,8"
Lahti Sopenkorpi,2020,12,19,6.4,2020-12-19,1.0,8.0,"3,5"
Lahti Sopenkorpi,2020,12,20,1.5,2020-12-20,4.5,9.0,"0,6"
Lahti Sopenkorpi,2020,12,21,0.0,2020-12-21,2.8,8.0,"0,6"
Lahti Sopenkorpi,2020,12,22,0.0,2020-12-22,3.3,8.0,"1,5"
Lahti Sopenkorpi,2020,12,23,2.6,2020-12-23,0.3,8.0,1
Lahti Sopenkorpi,2020,12,24,4.0,2020-12-24,0.4,8.0,"4,3"
Lahti Sopenkorpi,2020,12,25,3.0,2020-12-25,-0.7,8.0,"2,8"
Lahti Sopenkorpi,2020,12,26,3.0,2020-12-26,-3.2,8.0,"3,9"
Lahti Sopenkorpi,2020,12,27,3.0,2020-12-27,-1.4,8.0,"1,7"
Lahti Sopenkorpi,2020,12,28,3.0,2020-12-28,-0.5,8.0,"1,9"
Lahti Sopenkorpi,2020,12,29,5.6,2020-12-29,-0.7,8.0,"1,4"
Lahti Sopenkorpi,2020,12,30,6.7,2020-12-30,0.8,8.0,"0,9"
Lahti Sopenkorpi,2020,12,31,5.3,2020-12-31,0.6,8.0,"1,3"
Lahti Sopenkorpi,2021,1,1,7.7,2021-01-01,0.2,8.0,"4,3"
Lahti Sopenkorpi,2021,1,2,10.2,2021-01-02,-1.2,7.0,"3,5"
Lahti Sopenkorpi,2021,1,3,20.0,2021-01-03,-3.1,8.0,"4,5"
Lahti Sopenkorpi,2021,1,4,19.9,2021-01-04,-2.8,8.0,"5,9"
Lahti Sopenkorpi,2021,1,5,18.0,2021-01-05,-5.0,8.0,"5,6"
Lahti Sopenkorpi,2021,1,6,16.6,2021-01-06,-4.3,8.0,"2,6"
Lahti Sopenkorpi,2021,1,7,15.7,2021-01-07,-3.3,8.0,"5,7"
Lahti Sopenkorpi,2021,1,8,15.3,2021-01-08,-4.4,8.0,"4,5"
Lahti Sopenkorpi,2021,1,9,14.2,2021-01-09,-9.0,8.0,18
Lahti Sopenkorpi,2021,1,10,14.5,2021-01-10,-7.7,8.0,"3,8"
Lahti Sopenkorpi,2021,1,11,19.7,2021-01-11,-2.1,8.0,"5,3"
Lahti Sopenkorpi,2021,1,12,23.2,2021-01-12,-5.4,8.0,4
Lahti Sopenkorpi,2021,1,13,27.1,2021-01-13,-9.5,7.0,"3,6"
Lahti Sopenkorpi,2021,1,14,25.8,2021-01-14,-18.6,8.0,"14,1"
Lahti Sopenkorpi,2021,1,15,25.1,2021-01-15,-19.4,0.0,"20,3"
Lahti Sopenkorpi,2021,1,16,23.6,2021-01-16,-17.0,8.0,"19,1"
Lahti Sopenkorpi,2021,1,17,23.0,2021-01-17,-9.5,6.0,"15,4"
Lahti Sopenkorpi,2021,1,18,23.0,2021-01-18,-9.0,8.0,"9,9"
Lahti Sopenkorpi,2021,1,19,22.8,2021-01-19,-1.9,8.0,"8,1"
Lahti Sopenkorpi,2021,1,20,24.9,2021-01-20,-4.2,8.0,"14,9"
Lahti Sopenkorpi,2021,1,21,26.1,2021-01-21,-7.3,8.0,9
Lahti Sopenkorpi,2021,1,22,28.4,2021-01-22,-1.9,8.0,"7,6"
Lahti Sopenkorpi,2021,1,23,25.6,2021-01-23,1.9,8.0,"7,5"
Lahti Sopenkorpi,2021,1,24,22.5,2021-01-24,1.0,7.0,"4,1"
Lahti Sopenkorpi,2021,1,25,24.4,2021-01-25,0.4,9.0,"5,3"
Lahti Sopenkorpi,2021,1,26,24.7,2021-01-26,0.2,8.0,"12,2"
Lahti Sopenkorpi,2021,1,27,28.5,2021-01-27,-0.2,8.0,7
Lahti Sopenkorpi,2021,1,28,28.6,2021-01-28,-4.0,8.0,"12,9"
Lahti Sopenkorpi,2021,1,29,29.4,2021-01-29,-4.8,8.0,"18,6"
Lahti Sopenkorpi,2021,1,30,34.2,2021-01-30,-6.3,8.0,"16,8"
Lahti Sopenkorpi,2021,1,31,34.1,2021-01-31,-6.6,8.0,"21,9"
Lahti Sopenkorpi,2021,2,1,33.0,2021-02-01,-9.5,8.0,"21,6"
Lahti Sopenkorpi,2021,2,2,32.3,2021-02-02,-8.9,7.0,"13,1"
Lahti Sopenkorpi,2021,2,3,36.9,2021-02-03,-10.0,8.0,"37,3"
Lahti Sopenkorpi,2021,2,4,37.4,2021-02-04,-14.2,0.0,"44,9"
Lahti Sopenkorpi,2021,2,5,36.4,2021-02-05,-15.3,2.0,"47,2"
Lahti Sopenkorpi,2021,2,6,36.0,2021-02-06,-12.8,2.0,"35,1"
Lahti Sopenkorpi,2021,2,7,36.3,2021-02-07,-7.9,8.0,"28,7"
Lahti Sopenkorpi,2021,2,8,36.0,2021-02-08,-9.3,8.0,"36,7"
Lahti Sopenkorpi,2021,2,9,35.4,2021-02-09,-12.5,8.0,"36,1"
Lahti Sopenkorpi,2021,2,10,35.0,2021-02-10,-14.9,8.0,"47,4"
Lahti Sopenkorpi,2021,2,11,34.8,2021-02-11,-17.2,8.0,"59,5"
Lahti Sopenkorpi,2021,2,12,34.7,2021-02-12,-13.1,0.0,"55,6"
Lahti Sopenkorpi,2021,2,13,34.2,2021-02-13,-5.2,7.0,"31,6"
Lahti Sopenkorpi,2021,2,14,34.5,2021-02-14,-8.3,8.0,"54,7"
Lahti Sopenkorpi,2021,2,15,35.0,2021-02-15,-8.9,2.0,"60,6"
Lahti Sopenkorpi,2021,2,16,35.0,2021-02-16,-7.8,6.0,"48,1"
Lahti Sopenkorpi,2021,2,17,35.0,2021-02-17,-17.0,0.0,"81,2"
Lahti Sopenkorpi,2021,2,18,35.0,2021-02-18,-17.6,0.0,"71,7"
Lahti Sopenkorpi,2021,2,19,35.0,2021-02-19,-8.4,8.0,"48,3"
Lahti Sopenkorpi,2021,2,20,37.8,2021-02-20,-6.9,8.0,"23,3"
Lahti Sopenkorpi,2021,2,21,44.8,2021-02-21,-3.5,8.0,"22,2"
Lahti Sopenkorpi,2021,2,22,45.5,2021-02-22,-9.9,8.0,"28,5"
Lahti Sopenkorpi,2021,2,23,45.6,2021-02-23,-11.4,8.0,"10,2"
Lahti Sopenkorpi,2021,2,24,46.0,2021-02-24,-4.5,8.0,"22,2"
Lahti Sopenkorpi,2021,2,25,44.1,2021-02-25,3.4,8.0,"30,3"
Lahti Sopenkorpi,2021,2,26,39.3,2021-02-26,2.8,8.0,"38,7"
Lahti Sopenkorpi,2021,2,27,35.7,2021-02-27,1.3,0.0,"96,4"
Lahti Sopenkorpi,2021,2,28,35.6,2021-02-28,3.8,8.0,96
Lahti Sopenkorpi,2021,3,1,34.6,2021-03-01,3.1,0.0,"50,1"
Lahti Sopenkorpi,2021,3,2,33.5,2021-03-02,2.4,6.0,"103,1"
Lahti Sopenkorpi,2021,3,3,32.7,2021-03-03,1.2,0.0,"92,7"
Lahti Sopenkorpi,2021,3,4,31.3,2021-03-04,-3.1,0.0,"102,8"
Lahti Sopenkorpi,2021,3,5,30.9,2021-03-05,-5.9,5.0,"113,9"
Lahti Sopenkorpi,2021,3,6,33.3,2021-03-06,-4.5,0.0,"43,9"
Lahti Sopenkorpi,2021,3,7,38.7,2021-03-07,-6.4,2.0,"73,3"
Lahti Sopenkorpi,2021,3,8,41.5,2021-03-08,-9.5,8.0,"122,2"
Lahti Sopenkorpi,2021,3,9,41.3,2021-03-09,-11.4,7.0,"43,5"
Lahti Sopenkorpi,2021,3,10,41.0,2021-03-10,-14.0,0.0,"133,7"
Lahti Sopenkorpi,2021,3,11,40.3,2021-03-11,-7.7,0.0,"47,6"
Lahti Sopenkorpi,2021,3,12,39.8,2021-03-12,-3.1,7.0,"29,2"
Lahti Sopenkorpi,2021,3,13,39.0,2021-03-13,-0.1,8.0,"62,8"
Lahti Sopenkorpi,2021,3,14,36.6,2021-03-14,0.8,8.0,"32,1"
Lahti Sopenkorpi,2021,3,15,39.7,2021-03-15,0.7,8.0,"33,9"
Lahti Sopenkorpi,2021,3,16,39.3,2021-03-16,0.1,8.0,"63,4"
Lahti Sopenkorpi,2021,3,17,38.4,2021-03-17,-0.2,8.0,"67,6"
Lahti Sopenkorpi,2021,3,18,38.9,2021-03-18,-3.8,8.0,"108,1"
Lahti Sopenkorpi,2021,3,19,38.2,2021-03-19,-7.0,0.0,"147,4"
Lahti Sopenkorpi,2021,3,20,39.4,2021-03-20,-4.0,7.0,"44,9"
Lahti Sopenkorpi,2021,3,21,40.5,2021-03-21,0.3,8.0,"100,4"
Lahti Sopenkorpi,2021,3,22,40.0,2021-03-22,-3.2,0.0,"166,1"
Lahti Sopenkorpi,2021,3,23,39.5,2021-03-23,-0.4,0.0,"120,3"
Lahti Sopenkorpi,2021,3,24,36.7,2021-03-24,3.3,7.0,"66,5"
Lahti Sopenkorpi,2021,3,25,32.0,2021-03-25,2.6,8.0,"131,1"
Lahti Sopenkorpi,2021,3,26,29.6,2021-03-26,2.3,4.0,"128,7"
Lahti Sopenkorpi,2021,3,27,28.5,2021-03-27,3.0,6.0,"153,4"
Lahti Sopenkorpi,2021,3,28,26.5,2021-03-28,3.0,1.0,"85,7"
Lahti Sopenkorpi,2021,3,29,23.5,2021-03-29,2.7,0.0,"27,5"
Lahti Sopenkorpi,2021,3,30,14.5,2021-03-30,5.3,8.0,"72,2"
Lahti Sopenkorpi,2021,3,31,8.0,2021-03-31,4.5,0.0,"127,9"
Lahti Sopenkorpi,2021,4,1,3.0,2021-04-01,3.7,0.0,"185,2"
Lahti Sopenkorpi,2021,4,2,0.0,2021-04-02,2.5,4.0,94
Lahti Sopenkorpi,2021,4,3,0.2,2021-04-03,2.3,7.0,"145,7"
Lahti Sopenkorpi,2021,4,4,0.0,2021-04-04,4.2,0.0,"159,6"
Lahti Sopenkorpi,2021,4,5,0.0,2021-04-05,2.1,7.0,47
Lahti Sopenkorpi,2021,4,6,0.0,2021-04-06,1.5,8.0,"115,7"
Lahti Sopenkorpi,2021,4,7,0.0,2021-04-07,2.8,8.0,"94,3"
Lahti Sopenkorpi,2021,4,8,0.0,2021-04-08,2.2,8.0,"196,4"
Lahti Sopenkorpi,2021,4,9,0.0,2021-04-09,0.8,0.0,"35,6"
Lahti Sopenkorpi,2021,4,10,,2021-04-10,2.2,8.0,"105,3"
Lahti Sopenkorpi,2021,4,11,0.0,2021-04-11,4.8,0.0,"225,1"
Lahti Sopenkorpi,2021,4,12,0.0,2021-04-12,9.2,8.0,"131,4"
Lahti Sopenkorpi,2021,4,13,0.0,2021-04-13,6.5,8.0,"115,2"
Lahti Sopenkorpi,2021,4,14,0.0,2021-04-14,2.5,8.0,"188,1"
Lahti Sopenkorpi,2021,4,15,0.0,2021-04-15,4.8,0.0,"239,9"
Lahti Sopenkorpi,2021,4,16,0.0,2021-04-16,7.2,0.0,"236,4"
Lahti Sopenkorpi,2021,4,17,0.0,2021-04-17,9.5,0.0,247
Lahti Sopenkorpi,2021,4,18,0.0,2021-04-18,10.0,0.0,"248,3"
Lahti Sopenkorpi,2021,4,19,0.0,2021-04-19,9.1,0.0,"249,7"
Lahti Sopenkorpi,2021,4,20,0.0,2021-04-20,7.5,0.0,"241,6"
Lahti Sopenkorpi,2021,4,21,0.0,2021-04-21,6.9,0.0,"236,1"
Lahti Sopenkorpi,2021,4,22,0.0,2021-04-22,5.5,8.0,"218,9"
Lahti Sopenkorpi,2021,4,23,0.1,2021-04-23,2.3,0.0,71
