Observation station,Year,Month,Day,Snow depth mean [cm],Date,Average temperature [°C],cloud_code,Global radiation mean [W/m2]
Lahti Sopenkorpi,2021,4,24,0.0,2021-04-24,2.5,8.0,"99,4"
Lahti Sopenkorpi,2021,4,25,0.0,2021-04-25,2.7,8.0,"103,7"
Lahti Sopenkorpi,2021,4,26,0.0,2021-04-26,2.8,8.0,"41,9"
Lahti Sopenkorpi,2021,4,27,0.0,2021-04-27,2.5,8.0,"96,7"
Lahti Sopenkorpi,2021,4,28,0.0,2021-04-28,2.4,8.0,"186,7"
Lahti Sopenkorpi,2021,4,29,0.0,2021-04-29,2.2,8.0,"223,7"
Lahti Sopenkorpi,2021,4,30,0.0,2021-04-30,3.6,0.0,"267,2"
Lahti Sopenkorpi,2021,5,1,0.0,2021-05-01,2.9,0.0,"165,5"
Lahti Sopenkorpi,2021,5,2,0.0,2021-05-02,4.7,7.0,"270,9"
Lahti Sopenkorpi,2021,5,3,0.0,2021-05-03,5.7,0.0,174
Lahti Sopenkorpi,2021,5,4,0.0,2021-05-04,5.7,7.0,"196,6"
Lahti Sopenkorpi,2021,5,5,0.0,2021-05-05,3.4,7.0,"75,1"
Lahti Sopenkorpi,2021,5,6,0.0,2021-05-06,3.4,8.0,"107,3"
Lahti Sopenkorpi,2021,5,7,0.0,2021-05-07,4.1,8.0,"104,1"
Lahti Sopenkorpi,2021,5,8,0.0,2021-05-08,5.0,8.0,176
Lahti Sopenkorpi,2021,5,9,0.0,2021-05-09,7.1,0.0,"225,7"
Lahti Sopenkorpi,2021,5,10,0.0,2021-05-10,9.4,8.0,"102,9"
Lahti Sopenkorpi,2021,5,11,,2021-05-11,16.9,7.0,"292,2"
Lahti Sopenkorpi,2021,5,12,-0.6,2021-05-12,18.5,0.0,"303,8"
Lahti Sopenkorpi,2021,5,13,-1.0,2021-05-13,19.8,0.0,"259,4"
Lahti Sopenkorpi,2021,5,14,-1.0,2021-05-14,14.8,0.0,"231,4"
Lahti Sopenkorpi,2021,5,15,-1.0,2021-05-15,16.1,7.0,"192,3"
Lahti Sopenkorpi,2021,5,16,-1.0,2021-05-16,16.0,8.0,"294,6"
Lahti Sopenkorpi,2021,5,17,-1.0,2021-05-17,15.2,0.0,"138,2"
Lahti Sopenkorpi,2021,5,18,-1.0,2021-05-18,11.9,8.0,"92,8"
Lahti Sopenkorpi,2021,5,19,-1.0,2021-05-19,15.9,8.0,"65,3"
Lahti Sopenkorpi,2021,5,20,-1.0,2021-05-20,10.8,8.0,"97,8"
Lahti Sopenkorpi,2021,5,21,-1.0,2021-05-21,7.4,8.0,"103,2"
Lahti Sopenkorpi,2021,5,22,-1.0,2021-05-22,8.7,8.0,"291,8"
Lahti Sopenkorpi,2021,5,23,-1.0,2021-05-23,9.5,0.0,"200,1"
Lahti Sopenkorpi,2021,5,24,-1.0,2021-05-24,9.5,5.0,"285,6"
Lahti Sopenkorpi,2021,5,25,-1.0,2021-05-25,11.8,0.0,"279,1"
Lahti Sopenkorpi,2021,5,26,-1.0,2021-05-26,8.9,7.0,"48,3"
Lahti Sopenkorpi,2021,5,27,-1.0,2021-05-27,10.7,8.0,"146,6"
Lahti Sopenkorpi,2021,5,28,-1.0,2021-05-28,12.1,8.0,"240,8"
Lahti Sopenkorpi,2021,5,29,-1.0,2021-05-29,10.7,0.0,"342,7"
Lahti Sopenkorpi,2021,5,30,-1.0,2021-05-30,12.0,0.0,"347,6"
Lahti Sopenkorpi,2021,5,31,-1.0,2021-05-31,10.9,0.0,"180,2"
Lahti Sopenkorpi,2021,6,1,-1.0,2021-06-01,13.6,7.0,"330,2"
Lahti Sopenkorpi,2021,6,2,-1.0,2021-06-02,17.0,0.0,"311,8"
Lahti Sopenkorpi,2021,6,3,-1.0,2021-06-03,17.8,0.0,"299,1"
Lahti Sopenkorpi,2021,6,4,-1.0,2021-06-04,19.6,0.0,"336,7"
Lahti Sopenkorpi,2021,6,5,-1.0,2021-06-05,19.0,0.0,"270,1"
Lahti Sopenkorpi,2021,6,6,-1.0,2021-06-06,19.9,0.0,"245,1"
Lahti Sopenkorpi,2021,6,7,-1.0,2021-06-07,20.0,3.0,"256,3"
Lahti Sopenkorpi,2021,6,8,-1.0,2021-06-08,17.2,7.0,284
Lahti Sopenkorpi,2021,6,9,-1.0,2021-06-09,19.3,8.0,"311,4"
Lahti Sopenkorpi,2021,6,10,-1.0,2021-06-10,19.4,0.0,"333,9"
Lahti Sopenkorpi,2021,6,11,-1.0,2021-06-11,20.0,0.0,"341,4"
Lahti Sopenkorpi,2021,6,12,-1.0,2021-06-12,18.1,0.0,"219,7"
Lahti Sopenkorpi,2021,6,13,-1.0,2021-06-13,15.1,8.0,"191,9"
Lahti Sopenkorpi,2021,6,14,-1.0,2021-06-14,16.3,0.0,"316,5"
Lahti Sopenkorpi,2021,6,15,-1.0,2021-06-15,15.7,7.0,"283,3"
Lahti Sopenkorpi,2021,6,16,-1.0,2021-06-16,16.1,0.0,"335,5"
Lahti Sopenkorpi,2021,6,17,-1.0,2021-06-17,18.3,0.0,"319,1"
Lahti Sopenkorpi,2021,6,18,-1.0,2021-06-18,21.0,0.0,"341,5"
Lahti Sopenkorpi,2021,6,19,-1.0,2021-06-19,23.2,0.0,"341,5"
Lahti Sopenkorpi,2021,6,20,-1.0,2021-06-20,25.0,0.0,"325,4"
Lahti Sopenkorpi,2021,6,21,-1.0,2021-06-21,26.4,0.0,"318,8"
Lahti Sopenkorpi,2021,6,22,-1.0,2021-06-22,26.9,0.0,"310,5"
Lahti Sopenkorpi,2021,6,23,-1.0,2021-06-23,23.2,0.0,"197,1"
Lahti Sopenkorpi,2021,6,24,-1.0,2021-06-24,19.8,0.0,"139,4"
Lahti Sopenkorpi,2021,6,25,-1.0,2021-06-25,22.5,7.0,"251,9"
Lahti Sopenkorpi,2021,6,26,-1.0,2021-06-26,21.1,7.0,"302,3"
Lahti Sopenkorpi,2021,6,27,-1.0,2021-06-27,21.7,0.0,"211,8"
Lahti Sopenkorpi,2021,6,28,-1.0,2021-06-28,20.7,0.0,335
Lahti Sopenkorpi,2021,6,29,-1.0,2021-06-29,21.1,0.0,"350,9"
Lahti Sopenkorpi,2021,6,30,-1.0,2021-06-30,20.5,0.0,"225,2"
Lahti Sopenkorpi,2021,7,1,-1.0,2021-07-01,19.5,7.0,"313,8"
Lahti Sopenkorpi,2021,7,2,-1.0,2021-07-02,20.8,7.0,"277,8"
Lahti Sopenkorpi,2021,7,3,-1.0,2021-07-03,22.8,0.0,"347,1"
Lahti Sopenkorpi,2021,7,4,-1.0,2021-07-04,23.4,0.0,"346,8"
Lahti Sopenkorpi,2021,7,5,-1.0,2021-07-05,23.9,0.0,"331,1"
Lahti Sopenkorpi,2021,7,6,-1.0,2021-07-06,24.4,0.0,"233,7"
Lahti Sopenkorpi,2021,7,7,-1.0,2021-07-07,24.6,7.0,"270,8"
Lahti Sopenkorpi,2021,7,8,-1.0,2021-07-08,22.0,0.0,
Lahti Sopenkorpi,2021,7,9,-1.0,2021-07-09,21.7,1.0,
Lahti Sopenkorpi,2021,7,10,-1.0,2021-07-10,26.2,8.0,
Lahti Sopenkorpi,2021,7,11,-1.0,2021-07-11,24.7,1.0,
Lahti Sopenkorpi,2021,7,12,-1.0,2021-07-12,22.9,0.0,
Lahti Sopenkorpi,2021,7,13,-1.0,2021-07-13,25.3,0.0,
Lahti Sopenkorpi,2021,7,14,-1.0,2021-07-14,26.5,0.0,
Lahti Sopenkorpi,2021,7,15,-1.0,2021-07-15,26.1,0.0,
Lahti Sopenkorpi,2021,7,16,-1.0,2021-07-16,23.3,0.0,
Lahti Sopenkorpi,2021,7,17,-1.0,2021-07-17,21.7,0.0,
Lahti Sopenkorpi,2021,7,18,-1.0,2021-07-18,19.7,0.0,
Lahti Sopenkorpi,2021,7,19,-1.0,2021-07-19,16.2,0.0,
Lahti Sopenkorpi,2021,7,20,-1.0,2021-07-20,15.3,0.0,
Lahti Sopenkorpi,2021,7,21,-1.0,2021-07-21,15.7,0.0,
Lahti Sopenkorpi,2021,7,22,-1.0,2021-07-22,16.4,0.0,
Lahti Sopenkorpi,2021,7,23,-1.0,2021-07-23,16.7,0.0,
Lahti Sopenkorpi,2021,7,24,-1.0,2021-07-24,17.2,5.0,
Lahti Sopenkorpi,2021,7,25,-1.0,2021-07-25,21.6,0.0,
Lahti Sopenkorpi,2021,7,26,-1.0,2021-07-26,23.2,0.0,
Lahti Sopenkorpi,2021,7,27,-1.0,2021-07-27,23.8,0.0,
Lahti Sopenkorpi,2021,7,28,-1.0,2021-07-28,19.9,0.0,
Lahti Sopenkorpi,2021,7,29,-1.0,2021-07-29,20.4,7.0,
Lahti Sopenkorpi,2021,7,30,-1.0,2021-07-30,16.4,0.0,
Lahti Sopenkorpi,2021,7,31,-1.0,2021-07-31,17.9,7.0,
Lahti Sopenkorpi,2021,8,1,-1.0,2021-08-01,16.7,7.0,
Lahti Sopenkorpi,2021,8,2,-1.0,2021-08-02,17.0,1.0,
Lahti Sopenkorpi,2021,8,3,-1.0,2021-08-03,14.1,8.0,
Lahti Sopenkorpi,2021,8,4,-1.0,2021-08-04,14.6,0.0,
Lahti Sopenkorpi,2021,8,5,-1.0,2021-08-05,14.8,2.0,
Lahti Sopenkorpi,2021,8,6,-1.0,2021-08-06,17.7,0.0,
Lahti Sopenkorpi,2021,8,7,-1.0,2021-08-07,16.1,0.0,
Lahti Sopenkorpi,2021,8,8,-1.0,2021-08-08,17.4,8.0,
Lahti Sopenkorpi,2021,8,9,-1.0,2021-08-09,17.8,7.0,
Lahti Sopenkorpi,2021,8,10,-1.0,2021-08-10,17.8,7.0,
Lahti Sopenkorpi,2021,8,11,-1.0,2021-08-11,17.5,0.0,
Lahti Sopenkorpi,2021,8,12,-1.0,2021-08-12,18.0,7.0,
Lahti Sopenkorpi,2021,8,13,-1.0,2021-08-13,18.2,0.0,
Lahti Sopenkorpi,2021,8,14,-1.0,2021-08-14,16.3,1.0,"177,9"
Lahti Sopenkorpi,2021,8,15,-1.0,2021-08-15,13.9,7.0,159
Lahti Sopenkorpi,2021,8,16,-1.0,2021-08-16,15.7,8.0,151
Lahti Sopenkorpi,2021,8,17,-1.0,2021-08-17,17.5,8.0,"85,5"
Lahti Sopenkorpi,2021,8,18,-1.0,2021-08-18,14.4,8.0,"76,4"
Lahti Sopenkorpi,2021,8,19,-1.0,2021-08-19,14.2,7.0,"124,8"
Lahti Sopenkorpi,2021,8,20,-1.0,2021-08-20,13.9,8.0,202
Lahti Sopenkorpi,2021,8,21,-1.0,2021-08-21,13.0,0.0,"143,2"
Lahti Sopenkorpi,2021,8,22,-1.0,2021-08-22,13.1,8.0,"133,5"
Lahti Sopenkorpi,2021,8,23,-1.0,2021-08-23,10.2,7.0,"136,6"
Lahti Sopenkorpi,2021,8,24,-1.0,2021-08-24,10.0,8.0,153
Lahti Sopenkorpi,2021,8,25,-1.0,2021-08-25,10.7,8.0,"16,6"
Lahti Sopenkorpi,2021,8,26,-1.0,2021-08-26,13.2,8.0,"55,1"
Lahti Sopenkorpi,2021,8,27,-1.0,2021-08-27,13.3,8.0,"32,9"
Lahti Sopenkorpi,2021,8,28,-1.0,2021-08-28,16.0,8.0,"113,5"
Lahti Sopenkorpi,2021,8,29,-1.0,2021-08-29,15.7,0.0,"145,8"
Lahti Sopenkorpi,2021,8,30,-1.0,2021-08-30,14.0,0.0,"207,5"
Lahti Sopenkorpi,2021,8,31,-1.0,2021-08-31,13.9,0.0,202
Lahti Sopenkorpi,2021,9,1,-1.0,2021-09-01,11.7,7.0,"167,5"
Lahti Sopenkorpi,2021,9,2,-1.0,2021-09-02,10.0,0.0,"178,1"
Lahti Sopenkorpi,2021,9,3,-1.0,2021-09-03,8.4,7.0,"155,1"
Lahti Sopenkorpi,2021,9,4,-1.0,2021-09-04,7.9,7.0,177
Lahti Sopenkorpi,2021,9,5,-1.0,2021-09-05,9.1,5.0,"143,1"
Lahti Sopenkorpi,2021,9,6,-1.0,2021-09-06,10.0,8.0,"119,5"
Lahti Sopenkorpi,2021,9,7,-1.0,2021-09-07,10.7,0.0,"94,9"
Lahti Sopenkorpi,2021,9,8,-1.0,2021-09-08,15.2,7.0,"87,4"
Lahti Sopenkorpi,2021,9,9,-1.0,2021-09-09,12.5,0.0,"127,4"
Lahti Sopenkorpi,2021,9,10,-1.0,2021-09-10,11.6,8.0,"180,2"
Lahti Sopenkorpi,2021,9,11,-1.0,2021-09-11,13.0,0.0,"54,6"
Lahti Sopenkorpi,2021,9,12,-1.0,2021-09-12,13.8,8.0,"27,2"
Lahti Sopenkorpi,2021,9,13,-1.0,2021-09-13,11.5,8.0,"131,8"
Lahti Sopenkorpi,2021,9,14,-1.0,2021-09-14,7.5,0.0,"148,3"
Lahti Sopenkorpi,2021,9,15,-1.0,2021-09-15,7.0,1.0,"116,8"
Lahti Sopenkorpi,2021,9,16,-1.0,2021-09-16,6.9,8.0,"97,4"
Lahti Sopenkorpi,2021,9,17,-1.0,2021-09-17,7.4,8.0,"100,2"
Lahti Sopenkorpi,2021,9,18,-1.0,2021-09-18,8.1,8.0,"80,4"
Lahti Sopenkorpi,2021,9,19,-1.0,2021-09-19,7.2,8.0,"87,4"
Lahti Sopenkorpi,2021,9,20,-1.0,2021-09-20,6.7,8.0,"121,7"
Lahti Sopenkorpi,2021,9,21,-1.0,2021-09-21,5.2,7.0,68
Lahti Sopenkorpi,2021,9,22,-1.0,2021-09-22,5.2,0.0,144
Lahti Sopenkorpi,2021,9,23,-1.0,2021-09-23,6.3,0.0,"51,7"
Lahti Sopenkorpi,2021,9,24,-1.0,2021-09-24,8.0,8.0,"17,2"
Lahti Sopenkorpi,2021,9,25,-1.0,2021-09-25,8.6,8.0,"57,6"
Lahti Sopenkorpi,2021,9,26,-1.0,2021-09-26,8.7,8.0,"133,9"
Lahti Sopenkorpi,2021,9,27,-1.0,2021-09-27,7.2,0.0,"130,3"
Lahti Sopenkorpi,2021,9,28,-1.0,2021-09-28,6.9,0.0,59
Lahti Sopenkorpi,2021,9,29,-1.0,2021-09-29,8.8,8.0,"34,3"
Lahti Sopenkorpi,2021,9,30,-1.0,2021-09-30,8.3,8.0,46
Lahti Sopenkorpi,2021,10,1,-1.0,2021-10-01,8.1,8.0,"21,2"
Lahti Sopenkorpi,2021,10,2,-1.0,2021-10-02,9.3,8.0,"65,9"
Lahti Sopenkorpi,2021,10,3,-1.0,2021-10-03,9.7,0.0,104
Lahti Sopenkorpi,2021,10,4,-1.0,2021-10-04,10.8,5.0,"86,4"
Lahti Sopenkorpi,2021,10,5,-1.0,2021-10-05,9.6,7.0,"8,9"
Lahti Sopenkorpi,2021,10,6,-1.0,2021-10-06,10.5,8.0,"79,4"
Lahti Sopenkorpi,2021,10,7,-1.0,2021-10-07,10.1,7.0,"23,3"
Lahti Sopenkorpi,2021,10,8,-1.0,2021-10-08,10.8,8.0,"23,7"
Lahti Sopenkorpi,2021,10,9,-1.0,2021-10-09,11.4,8.0,"23,8"
Lahti Sopenkorpi,2021,10,10,-1.0,2021-10-10,10.8,8.0,"28,8"
Lahti Sopenkorpi,2021,10,11,-1.0,2021-10-11,9.4,7.0,"41,3"
Lahti Sopenkorpi,2021,10,12,-1.0,2021-10-12,7.3,8.0,"31,5"
Lahti Sopenkorpi,2021,10,13,-1.0,2021-10-13,5.9,8.0,"46,1"
Lahti Sopenkorpi,2021,10,14,-1.0,2021-10-14,3.9,0.0,59
Lahti Sopenkorpi,2021,10,15,-1.0,2021-10-15,6.9,7.0,"10,7"
Lahti Sopenkorpi,2021,10,16,-1.0,2021-10-16,4.5,7.0,"77,4"
Lahti Sopenkorpi,2021,10,17,-1.0,2021-10-17,3.7,0.0,"78,3"
Lahti Sopenkorpi,2021,10,18,-1.0,2021-10-18,3.6,0.0,"52,4"
Lahti Sopenkorpi,2021,10,19,-0.3,2021-10-19,0.7,7.0,"75,8"
Lahti Sopenkorpi,2021,10,20,0.0,2021-10-20,6.0,8.0,"7,1"
Lahti Sopenkorpi,2021,10,21,0.0,2021-10-21,10.0,8.0,"44,8"
Lahti Sopenkorpi,2021,10,22,0.0,2021-10-22,4.3,8.0,"17,7"
Lahti Sopenkorpi,2021,10,23,0.1,2021-10-23,1.0,8.0,"27,7"
Lahti Sopenkorpi,2021,10,24,1.0,2021-10-24,-0.7,8.0,42
Lahti Sopenkorpi,2021,10,25,,2021-10-25,7.7,8.0,"37,6"
Lahti Sopenkorpi,2021,10,26,0.0,2021-10-26,7.8,8.0,"18,6"
Lahti Sopenkorpi,2021,10,27,0.0,2021-10-27,6.8,8.0,"17,7"
Lahti Sopenkorpi,2021,10,28,0.0,2021-10-28,7.4,8.0,"18,2"
Lahti Sopenkorpi,2021,10,29,0.0,2021-10-29,10.1,8.0,"30,1"
Lahti Sopenkorpi,2021,10,30,0.0,2021-10-30,8.1,8.0,"12,8"
Lahti Sopenkorpi,2021,10,31,0.0,2021-10-31,8.0,8.0,"13,7"
Lahti Sopenkorpi,2021,11,1,0.0,2021-11-01,7.2,5.0,"32,6"
Lahti Sopenkorpi,2021,11,2,0.0,2021-11-02,5.6,2.0,"41,4"
Lahti Sopenkorpi,2021,11,3,0.0,2021-11-03,6.0,8.0,"4,6"
Lahti Sopenkorpi,2021,11,4,0.0,2021-11-04,6.9,8.0,"16,2"
Lahti Sopenkorpi,2021,11,5,0.0,2021-11-05,5.2,8.0,"3,4"
Lahti Sopenkorpi,2021,11,6,0.0,2021-11-06,3.3,8.0,"27,2"
Lahti Sopenkorpi,2021,11,7,0.0,2021-11-07,1.3,4.0,"12,2"
Lahti Sopenkorpi,2021,11,8,0.0,2021-11-08,0.1,8.0,"25,1"
Lahti Sopenkorpi,2021,11,9,0.0,2021-11-09,-1.7,0.0,"22,4"
Lahti Sopenkorpi,2021,11,10,0.0,2021-11-10,6.9,8.0,"7,8"
Lahti Sopenkorpi,2021,11,11,0.0,2021-11-11,4.4,2.0,"27,9"
Lahti Sopenkorpi,2021,11,12,0.0,2021-11-12,3.9,8.0,"16,4"
Lahti Sopenkorpi,2021,11,13,0.0,2021-11-13,1.0,8.0,"13,4"
Lahti Sopenkorpi,2021,11,14,0.0,2021-11-14,-0.6,7.0,"34,6"
Lahti Sopenkorpi,2021,11,15,0.0,2021-11-15,-0.6,8.0,"17,5"
Lahti Sopenkorpi,2021,11,16,0.0,2021-11-16,4.1,8.0,"7,7"
Lahti Sopenkorpi,2021,11,17,0.0,2021-11-17,4.3,8.0,2
Lahti Sopenkorpi,2021,11,18,0.0,2021-11-18,3.3,8.0,8
Lahti Sopenkorpi,2021,11,19,0.1,2021-11-19,1.4,6.0,"9,8"
Lahti Sopenkorpi,2021,11,20,0.0,2021-11-20,1.9,8.0,"14,9"
Lahti Sopenkorpi,2021,11,21,0.0,2021-11-21,-0.6,8.0,"11,7"
Lahti Sopenkorpi,2021,11,22,0.0,2021-11-22,-4.9,0.0,"22,3"
Lahti Sopenkorpi,2021,11,23,3.5,2021-11-23,-2.1,8.0,"8,7"
Lahti Sopenkorpi,2021,11,24,4.1,2021-11-24,0.7,8.0,"19,5"
Lahti Sopenkorpi,2021,11,25,3.3,2021-11-25,1.1,8.0,"5,3"
Lahti Sopenkorpi,2021,11,26,2.0,2021-11-26,-3.1,8.0,"11,8"
Lahti Sopenkorpi,2021,11,27,2.4,2021-11-27,-8.7,2.0,"15,5"
Lahti Sopenkorpi,2021,11,28,3.7,2021-11-28,-8.2,8.0,5
Lahti Sopenkorpi,2021,11,29,4.0,2021-11-29,-7.9,0.0,3
Lahti Sopenkorpi,2021,11,30,5.4,2021-11-30,-9.1,8.0,"18,5"
Lahti Sopenkorpi,2021,12,1,7.2,2021-12-01,-8.0,8.0,"7,9"
Lahti Sopenkorpi,2021,12,2,6.0,2021-12-02,-10.3,0.0,"12,3"
Lahti Sopenkorpi,2021,12,3,6.3,2021-12-03,-10.3,8.0,"7,9"
Lahti Sopenkorpi,2021,12,4,7.4,2021-12-04,-10.8,8.0,"10,7"
Lahti Sopenkorpi,2021,12,5,6.4,2021-12-05,-17.2,0.0,"16,2"
Lahti Sopenkorpi,2021,12,6,7.5,2021-12-06,-13.6,2.0,"10,6"
Lahti Sopenkorpi,2021,12,7,8.2,2021-12-07,-14.8,8.0,"14,5"
Lahti Sopenkorpi,2021,12,8,8.3,2021-12-08,-19.3,0.0,"10,7"
Lahti Sopenkorpi,2021,12,9,8.2,2021-12-09,-11.6,8.0,"3,7"
Lahti Sopenkorpi,2021,12,10,8.8,2021-12-10,-6.2,8.0,"1,2"
Lahti Sopenkorpi,2021,12,11,9.0,2021-12-11,-3.7,8.0,1
Lahti Sopenkorpi,2021,12,12,9.0,2021-12-12,-0.1,8.0,"3,7"
Lahti Sopenkorpi,2021,12,13,9.0,2021-12-13,-0.2,8.0,"3,1"
Lahti Sopenkorpi,2021,12,14,9.1,2021-12-14,0.9,8.0,1
Lahti Sopenkorpi,2021,12,15,9.4,2021-12-15,1.4,8.0,"2,3"
Lahti Sopenkorpi,2021,12,16,7.5,2021-12-16,1.5,1.0,"6,8"
Lahti Sopenkorpi,2021,12,17,7.0,2021-12-17,0.4,1.0,"11,8"
Lahti Sopenkorpi,2021,12,18,7.2,2021-12-18,1.4,8.0,"2,7"
Lahti Sopenkorpi,2021,12,19,7.0,2021-12-19,-1.1,8.0,"3,6"
Lahti Sopenkorpi,2021,12,20,7.0,2021-12-20,-10.0,8.0,"10,9"
Lahti Sopenkorpi,2021,12,21,7.5,2021-12-21,-13.2,7.0,"11,8"
Lahti Sopenkorpi,2021,12,22,7.7,2021-12-22,-11.7,0.0,"7,3"
Lahti Sopenkorpi,2021,12,23,9.2,2021-12-23,-3.5,8.0,"2,3"
Lahti Sopenkorpi,2021,12,24,11.4,2021-12-24,-12.1,8.0,"8,8"
Lahti Sopenkorpi,2021,12,25,12.2,2021-12-25,-12.5,0.0,"9,2"
Lahti Sopenkorpi,2021,12,26,13.8,2021-12-26,-14.7,7.0,"11,5"
Lahti Sopenkorpi,2021,12,27,12.4,2021-12-27,-15.6,8.0,"13,3"
Lahti Sopenkorpi,2021,12,28,12.6,2021-12-28,-11.1,0.0,"5,8"
Lahti Sopenkorpi,2021,12,29,12.2,2021-12-29,-5.0,7.0,"4,5"
Lahti Sopenkorpi,2021,12,30,13.0,2021-12-30,-4.4,8.0,"2,7"
Lahti Sopenkorpi,2021,12,31,14.8,2021-12-31,-1.4,8.0,"8,6"
Lahti Sopenkorpi,2022,1,1,14.5,2022-01-01,-6.4,7.0,"14,3"
Lahti Sopenkorpi,2022,1,2,14.8,2022-01-02,-8.3,2.0,"3,4"
Lahti Sopenkorpi,2022,1,3,20.7,2022-01-03,-5.4,8.0,"3,2"
Lahti Sopenkorpi,2022,1,4,22.2,2022-01-04,-3.6,8.0,"4,7"
Lahti Sopenkorpi,2022,1,5,23.0,2022-01-05,-1.6,8.0,"6,7"
Lahti Sopenkorpi,2022,1,6,23.0,2022-01-06,-7.2,8.0,"12,2"
Lahti Sopenkorpi,2022,1,7,22.4,2022-01-07,-9.7,7.0,"15,7"
Lahti Sopenkorpi,2022,1,8,23.3,2022-01-08,-8.8,7.0,"5,2"
Lahti Sopenkorpi,2022,1,9,24.0,2022-01-09,-8.1,8.0,"6,7"
Lahti Sopenkorpi,2022,1,10,23.2,2022-01-10,-15.5,8.0,"18,8"
Lahti Sopenkorpi,2022,1,11,23.0,2022-01-11,-17.0,8.0,"8,1"
Lahti Sopenkorpi,2022,1,12,23.6,2022-01-12,-1.7,8.0,"3,7"
Lahti Sopenkorpi,2022,1,13,20.3,2022-01-13,3.5,8.0,"15,9"
Lahti Sopenkorpi,2022,1,14,17.0,2022-01-14,0.7,8.0,12
Lahti Sopenkorpi,2022,1,15,17.0,2022-01-15,-1.2,0.0,"20,2"
Lahti Sopenkorpi,2022,1,16,17.0,2022-01-16,-1.9,0.0,"7,4"
Lahti Sopenkorpi,2022,1,17,17.4,2022-01-17,-3.0,1.0,"19,4"
Lahti Sopenkorpi,2022,1,18,17.0,2022-01-18,-5.1,0.0,"16,2"
Lahti Sopenkorpi,2022,1,19,17.2,2022-01-19,0.0,7.0,9
Lahti Sopenkorpi,2022,1,20,18.7,2022-01-20,-0.4,8.0,"5,3"
Lahti Sopenkorpi,2022,1,21,23.4,2022-01-21,-3.5,8.0,"7,5"
Lahti Sopenkorpi,2022,1,22,24.0,2022-01-22,-7.2,8.0,"19,1"
Lahti Sopenkorpi,2022,1,23,24.4,2022-01-23,-4.5,8.0,"8,1"
Lahti Sopenkorpi,2022,1,24,22.9,2022-01-24,1.1,9.0,6
Lahti Sopenkorpi,2022,1,25,21.0,2022-01-25,-2.9,2.0,"30,6"
Lahti Sopenkorpi,2022,1,26,22.4,2022-01-26,-5.7,0.0,8
Lahti Sopenkorpi,2022,1,27,25.5,2022-01-27,-0.1,8.0,"6,9"
Lahti Sopenkorpi,2022,1,28,28.5,2022-01-28,-2.1,8.0,"14,2"
Lahti Sopenkorpi,2022,1,29,29.3,2022-01-29,-4.9,8.0,"13,3"
Lahti Sopenkorpi,2022,1,30,43.0,2022-01-30,-3.4,8.0,"14,5"
Lahti Sopenkorpi,2022,1,31,48.8,2022-01-31,-6.2,8.0,"19,3"
Lahti Sopenkorpi,2022,2,1,46.7,2022-02-01,-9.6,7.0,"23,1"
Lahti Sopenkorpi,2022,2,2,46.5,2022-02-02,-7.8,8.0,"26,8"
Lahti Sopenkorpi,2022,2,3,46.0,2022-02-03,-8.3,8.0,"32,6"
Lahti Sopenkorpi,2022,2,4,44.5,2022-02-04,-6.8,8.0,"26,8"
Lahti Sopenkorpi,2022,2,5,50.4,2022-02-05,-3.1,8.0,"13,8"
Lahti Sopenkorpi,2022,2,6,53.9,2022-02-06,-0.6,8.0,"15,1"
Lahti Sopenkorpi,2022,2,7,54.6,2022-02-07,-0.6,7.0,"15,5"
Lahti Sopenkorpi,2022,2,8,54.6,2022-02-08,-1.9,8.0,"23,2"
Lahti Sopenkorpi,2022,2,9,55.7,2022-02-09,-1.7,8.0,"36,8"
Lahti Sopenkorpi,2022,2,10,55.7,2022-02-10,-1.1,7.0,"45,7"
Lahti Sopenkorpi,2022,2,11,54.8,2022-02-11,-4.2,6.0,"56,2"
Lahti Sopenkorpi,2022,2,12,53.9,2022-02-12,-4.5,0.0,"53,5"
Lahti Sopenkorpi,2022,2,13,54.2,2022-02-13,0.3,8.0,"11,8"
Lahti Sopenkorpi,2022,2,14,52.7,2022-02-14,0.8,8.0,"8,4"
Lahti Sopenkorpi,2022,2,15,53.4,2022-02-15,0.7,8.0,"13,6"
Lahti Sopenkorpi,2022,2,16,51.1,2022-02-16,1.1,8.0,"17,2"
Lahti Sopenkorpi,2022,2,17,52.8,2022-02-17,0.4,8.0,"14,4"
Lahti Sopenkorpi,2022,2,18,55.5,2022-02-18,-2.2,8.0,"47,1"
Lahti Sopenkorpi,2022,2,19,52.5,2022-02-19,-4.2,7.0,"23,4"
Lahti Sopenkorpi,2022,2,20,51.6,2022-02-20,-3.0,0.0,"41,4"
Lahti Sopenkorpi,2022,2,21,52.2,2022-02-21,-2.8,8.0,"33,2"
Lahti Sopenkorpi,2022,2,22,58.9,2022-02-22,-4.9,8.0,"39,6"
Lahti Sopenkorpi,2022,2,23,59.1,2022-02-23,-10.0,8.0,"66,5"
Lahti Sopenkorpi,2022,2,24,56.9,2022-02-24,0.8,8.0,"20,1"
Lahti Sopenkorpi,2022,2,25,58.0,2022-02-25,0.8,8.0,"16,8"
Lahti Sopenkorpi,2022,2,26,65.2,2022-02-26,-3.7,7.0,"94,8"
Lahti Sopenkorpi,2022,2,27,63.6,2022-02-27,-4.1,2.0,"89,8"
Lahti Sopenkorpi,2022,2,28,61.7,2022-02-28,-1.3,7.0,"99,4"
