Observation station;Year;Month;Day;Time [Local time];Global radiation mean [W/m2]
Vantaa Helsinki-Vantaa airport;2020;7;25;00:00;175,7
Vantaa Helsinki-Vantaa airport;2020;7;26;00:00;307,6
Vantaa Helsinki-Vantaa airport;2020;7;27;00:00;285,4
Vantaa Helsinki-Vantaa airport;2020;7;28;00:00;84,2
Vantaa Helsinki-Vantaa airport;2020;7;29;00:00;116,7
Vantaa Helsinki-Vantaa airport;2020;7;30;00:00;225,5
Vantaa Helsinki-Vantaa airport;2020;7;31;00:00;254,3
Vantaa Helsinki-Vantaa airport;2020;8;1;00:00;267,3
Vantaa Helsinki-Vantaa airport;2020;8;2;00:00;191,4
Vantaa Helsinki-Vantaa airport;2020;8;3;00:00;150,2
Vantaa Helsinki-Vantaa airport;2020;8;4;00:00;89,3
Vantaa Helsinki-Vantaa airport;2020;8;5;00:00;232
Vantaa Helsinki-Vantaa airport;2020;8;6;00:00;76,7
Vantaa Helsinki-Vantaa airport;2020;8;7;00:00;196
Vantaa Helsinki-Vantaa airport;2020;8;8;00:00;270,9
Vantaa Helsinki-Vantaa airport;2020;8;9;00:00;259,6
Vantaa Helsinki-Vantaa airport;2020;8;10;00:00;254,9
Vantaa Helsinki-Vantaa airport;2020;8;11;00:00;222,2
Vantaa Helsinki-Vantaa airport;2020;8;12;00:00;158
Vantaa Helsinki-Vantaa airport;2020;8;13;00:00;177,4
Vantaa Helsinki-Vantaa airport;2020;8;14;00:00;177,7
Vantaa Helsinki-Vantaa airport;2020;8;15;00:00;207,4
Vantaa Helsinki-Vantaa airport;2020;8;16;00:00;253,6
Vantaa Helsinki-Vantaa airport;2020;8;17;00:00;254,6
Vantaa Helsinki-Vantaa airport;2020;8;18;00:00;253,1
Vantaa Helsinki-Vantaa airport;2020;8;19;00:00;232,5
Vantaa Helsinki-Vantaa airport;2020;8;20;00:00;239
Vantaa Helsinki-Vantaa airport;2020;8;21;00:00;236,6
Vantaa Helsinki-Vantaa airport;2020;8;22;00:00;40,4
Vantaa Helsinki-Vantaa airport;2020;8;23;00:00;182,8
Vantaa Helsinki-Vantaa airport;2020;8;24;00:00;172,8
Vantaa Helsinki-Vantaa airport;2020;8;25;00:00;148,5
Vantaa Helsinki-Vantaa airport;2020;8;26;00:00;184,3
Vantaa Helsinki-Vantaa airport;2020;8;27;00:00;189,6
Vantaa Helsinki-Vantaa airport;2020;8;28;00:00;168,9
Vantaa Helsinki-Vantaa airport;2020;8;29;00:00;182,6
Vantaa Helsinki-Vantaa airport;2020;8;30;00:00;42,6
Vantaa Helsinki-Vantaa airport;2020;8;31;00:00;65,4
Vantaa Helsinki-Vantaa airport;2020;9;1;00:00;210,7
Vantaa Helsinki-Vantaa airport;2020;9;2;00:00;132,9
Vantaa Helsinki-Vantaa airport;2020;9;3;00:00;51,4
Vantaa Helsinki-Vantaa airport;2020;9;4;00:00;82
Vantaa Helsinki-Vantaa airport;2020;9;5;00:00;90,2
Vantaa Helsinki-Vantaa airport;2020;9;6;00:00;107,6
Vantaa Helsinki-Vantaa airport;2020;9;7;00:00;152,8
Vantaa Helsinki-Vantaa airport;2020;9;8;00:00;48,6
Vantaa Helsinki-Vantaa airport;2020;9;9;00:00;89,4
Vantaa Helsinki-Vantaa airport;2020;9;10;00:00;133,7
Vantaa Helsinki-Vantaa airport;2020;9;11;00:00;132,6
Vantaa Helsinki-Vantaa airport;2020;9;12;00:00;35,9
Vantaa Helsinki-Vantaa airport;2020;9;13;00:00;171,5
Vantaa Helsinki-Vantaa airport;2020;9;14;00:00;154,1
Vantaa Helsinki-Vantaa airport;2020;9;15;00:00;129,3
Vantaa Helsinki-Vantaa airport;2020;9;16;00:00;35,8
Vantaa Helsinki-Vantaa airport;2020;9;17;00:00;63,7
Vantaa Helsinki-Vantaa airport;2020;9;18;00:00;130,9
Vantaa Helsinki-Vantaa airport;2020;9;19;00:00;133,1
Vantaa Helsinki-Vantaa airport;2020;9;20;00:00;126,4
Vantaa Helsinki-Vantaa airport;2020;9;21;00:00;93,3
Vantaa Helsinki-Vantaa airport;2020;9;22;00:00;80,5
Vantaa Helsinki-Vantaa airport;2020;9;23;00:00;104,1
Vantaa Helsinki-Vantaa airport;2020;9;24;00:00;117,9
Vantaa Helsinki-Vantaa airport;2020;9;25;00:00;59,4
Vantaa Helsinki-Vantaa airport;2020;9;26;00:00;104,7
Vantaa Helsinki-Vantaa airport;2020;9;27;00:00;120,5
Vantaa Helsinki-Vantaa airport;2020;9;28;00:00;111
Vantaa Helsinki-Vantaa airport;2020;9;29;00:00;14,6
Vantaa Helsinki-Vantaa airport;2020;9;30;00:00;88,2
Vantaa Helsinki-Vantaa airport;2020;10;1;00:00;93,9
Vantaa Helsinki-Vantaa airport;2020;10;2;00:00;96,7
Vantaa Helsinki-Vantaa airport;2020;10;3;00:00;60,2
Vantaa Helsinki-Vantaa airport;2020;10;4;00:00;23,7
Vantaa Helsinki-Vantaa airport;2020;10;5;00:00;95,1
Vantaa Helsinki-Vantaa airport;2020;10;6;00:00;31
Vantaa Helsinki-Vantaa airport;2020;10;7;00:00;54,3
Vantaa Helsinki-Vantaa airport;2020;10;8;00:00;38,9
Vantaa Helsinki-Vantaa airport;2020;10;9;00:00;29,3
Vantaa Helsinki-Vantaa airport;2020;10;10;00:00;66,1
Vantaa Helsinki-Vantaa airport;2020;10;11;00:00;49,7
Vantaa Helsinki-Vantaa airport;2020;10;12;00:00;58,3
Vantaa Helsinki-Vantaa airport;2020;10;13;00:00;57,9
Vantaa Helsinki-Vantaa airport;2020;10;14;00:00;46,6
Vantaa Helsinki-Vantaa airport;2020;10;15;00:00;74
Vantaa Helsinki-Vantaa airport;2020;10;16;00:00;63,1
Vantaa Helsinki-Vantaa airport;2020;10;17;00:00;45,9
Vantaa Helsinki-Vantaa airport;2020;10;18;00:00;50,6
Vantaa Helsinki-Vantaa airport;2020;10;19;00:00;44,1
Vantaa Helsinki-Vantaa airport;2020;10;20;00:00;43,7
Vantaa Helsinki-Vantaa airport;2020;10;21;00:00;14,5
Vantaa Helsinki-Vantaa airport;2020;10;22;00:00;6,5
Vantaa Helsinki-Vantaa airport;2020;10;23;00:00;29,4
Vantaa Helsinki-Vantaa airport;2020;10;24;00:00;36,4
Vantaa Helsinki-Vantaa airport;2020;10;25;00:00;18,1
Vantaa Helsinki-Vantaa airport;2020;10;26;00:00;8,7
Vantaa Helsinki-Vantaa airport;2020;10;27;00:00;2
Vantaa Helsinki-Vantaa airport;2020;10;28;00:00;26,4
Vantaa Helsinki-Vantaa airport;2020;10;29;00:00;30,2
Vantaa Helsinki-Vantaa airport;2020;10;30;00:00;12,9
Vantaa Helsinki-Vantaa airport;2020;10;31;00:00;12,7
Vantaa Helsinki-Vantaa airport;2020;11;1;00:00;9,2
Vantaa Helsinki-Vantaa airport;2020;11;2;00:00;9,3
Vantaa Helsinki-Vantaa airport;2020;11;3;00:00;22,2
Vantaa Helsinki-Vantaa airport;2020;11;4;00:00;16,3
Vantaa Helsinki-Vantaa airport;2020;11;5;00:00;18,9
Vantaa Helsinki-Vantaa airport;2020;11;6;00:00;37,4
Vantaa Helsinki-Vantaa airport;2020;11;7;00:00;38,1
Vantaa Helsinki-Vantaa airport;2020;11;8;00:00;40,9
Vantaa Helsinki-Vantaa airport;2020;11;9;00:00;30,3
Vantaa Helsinki-Vantaa airport;2020;11;10;00:00;19,4
Vantaa Helsinki-Vantaa airport;2020;11;11;00:00;5,7
Vantaa Helsinki-Vantaa airport;2020;11;12;00:00;12,5
Vantaa Helsinki-Vantaa airport;2020;11;13;00:00;2,7
Vantaa Helsinki-Vantaa airport;2020;11;14;00:00;5,8
Vantaa Helsinki-Vantaa airport;2020;11;15;00:00;11,2
Vantaa Helsinki-Vantaa airport;2020;11;16;00:00;1,8
Vantaa Helsinki-Vantaa airport;2020;11;17;00:00;1,9
Vantaa Helsinki-Vantaa airport;2020;11;18;00:00;20,1
Vantaa Helsinki-Vantaa airport;2020;11;19;00:00;3,5
Vantaa Helsinki-Vantaa airport;2020;11;20;00:00;17,4
Vantaa Helsinki-Vantaa airport;2020;11;21;00:00;9,2
Vantaa Helsinki-Vantaa airport;2020;11;22;00:00;17
Vantaa Helsinki-Vantaa airport;2020;11;23;00:00;17,6
Vantaa Helsinki-Vantaa airport;2020;11;24;00:00;11,4
Vantaa Helsinki-Vantaa airport;2020;11;25;00:00;3,6
Vantaa Helsinki-Vantaa airport;2020;11;26;00:00;3,3
Vantaa Helsinki-Vantaa airport;2020;11;27;00:00;7,2
Vantaa Helsinki-Vantaa airport;2020;11;28;00:00;4,1
Vantaa Helsinki-Vantaa airport;2020;11;29;00:00;1,5
Vantaa Helsinki-Vantaa airport;2020;11;30;00:00;3,5
Vantaa Helsinki-Vantaa airport;2020;12;1;00:00;6,2
Vantaa Helsinki-Vantaa airport;2020;12;2;00:00;6,4
Vantaa Helsinki-Vantaa airport;2020;12;3;00:00;1
Vantaa Helsinki-Vantaa airport;2020;12;4;00:00;2,8
Vantaa Helsinki-Vantaa airport;2020;12;5;00:00;0,6
Vantaa Helsinki-Vantaa airport;2020;12;6;00:00;0,6
Vantaa Helsinki-Vantaa airport;2020;12;7;00:00;16,4
Vantaa Helsinki-Vantaa airport;2020;12;8;00:00;10,4
Vantaa Helsinki-Vantaa airport;2020;12;9;00:00;6,8
Vantaa Helsinki-Vantaa airport;2020;12;10;00:00;2,2
Vantaa Helsinki-Vantaa airport;2020;12;11;00:00;1,5
Vantaa Helsinki-Vantaa airport;2020;12;12;00:00;3,7
Vantaa Helsinki-Vantaa airport;2020;12;13;00:00;5,2
Vantaa Helsinki-Vantaa airport;2020;12;14;00:00;1,4
Vantaa Helsinki-Vantaa airport;2020;12;15;00:00;2,6
Vantaa Helsinki-Vantaa airport;2020;12;16;00:00;0,8
Vantaa Helsinki-Vantaa airport;2020;12;17;00:00;6,1
Vantaa Helsinki-Vantaa airport;2020;12;18;00:00;1,8
Vantaa Helsinki-Vantaa airport;2020;12;19;00:00;3,5
Vantaa Helsinki-Vantaa airport;2020;12;20;00:00;0,6
Vantaa Helsinki-Vantaa airport;2020;12;21;00:00;0,6
Vantaa Helsinki-Vantaa airport;2020;12;22;00:00;1,5
Vantaa Helsinki-Vantaa airport;2020;12;23;00:00;1
Vantaa Helsinki-Vantaa airport;2020;12;24;00:00;4,3
Vantaa Helsinki-Vantaa airport;2020;12;25;00:00;2,8
Vantaa Helsinki-Vantaa airport;2020;12;26;00:00;3,9
Vantaa Helsinki-Vantaa airport;2020;12;27;00:00;1,7
Vantaa Helsinki-Vantaa airport;2020;12;28;00:00;1,9
Vantaa Helsinki-Vantaa airport;2020;12;29;00:00;1,4
Vantaa Helsinki-Vantaa airport;2020;12;30;00:00;0,9
Vantaa Helsinki-Vantaa airport;2020;12;31;00:00;1,3
Vantaa Helsinki-Vantaa airport;2021;1;1;00:00;4,3
Vantaa Helsinki-Vantaa airport;2021;1;2;00:00;3,5
Vantaa Helsinki-Vantaa airport;2021;1;3;00:00;4,5
Vantaa Helsinki-Vantaa airport;2021;1;4;00:00;5,9
Vantaa Helsinki-Vantaa airport;2021;1;5;00:00;5,6
Vantaa Helsinki-Vantaa airport;2021;1;6;00:00;2,6
Vantaa Helsinki-Vantaa airport;2021;1;7;00:00;5,7
Vantaa Helsinki-Vantaa airport;2021;1;8;00:00;4,5
Vantaa Helsinki-Vantaa airport;2021;1;9;00:00;18
Vantaa Helsinki-Vantaa airport;2021;1;10;00:00;3,8
Vantaa Helsinki-Vantaa airport;2021;1;11;00:00;5,3
Vantaa Helsinki-Vantaa airport;2021;1;12;00:00;4
Vantaa Helsinki-Vantaa airport;2021;1;13;00:00;3,6
Vantaa Helsinki-Vantaa airport;2021;1;14;00:00;14,1
Vantaa Helsinki-Vantaa airport;2021;1;15;00:00;20,3
Vantaa Helsinki-Vantaa airport;2021;1;16;00:00;19,1
Vantaa Helsinki-Vantaa airport;2021;1;17;00:00;15,4
Vantaa Helsinki-Vantaa airport;2021;1;18;00:00;9,9
Vantaa Helsinki-Vantaa airport;2021;1;19;00:00;8,1
Vantaa Helsinki-Vantaa airport;2021;1;20;00:00;14,9
Vantaa Helsinki-Vantaa airport;2021;1;21;00:00;9
Vantaa Helsinki-Vantaa airport;2021;1;22;00:00;7,6
Vantaa Helsinki-Vantaa airport;2021;1;23;00:00;7,5
Vantaa Helsinki-Vantaa airport;2021;1;24;00:00;4,1
Vantaa Helsinki-Vantaa airport;2021;1;25;00:00;5,3
Vantaa Helsinki-Vantaa airport;2021;1;26;00:00;12,2
Vantaa Helsinki-Vantaa airport;2021;1;27;00:00;7
Vantaa Helsinki-Vantaa airport;2021;1;28;00:00;12,9
Vantaa Helsinki-Vantaa airport;2021;1;29;00:00;18,6
Vantaa Helsinki-Vantaa airport;2021;1;30;00:00;16,8
Vantaa Helsinki-Vantaa airport;2021;1;31;00:00;21,9
Vantaa Helsinki-Vantaa airport;2021;2;1;00:00;21,6
Vantaa Helsinki-Vantaa airport;2021;2;2;00:00;13,1
Vantaa Helsinki-Vantaa airport;2021;2;3;00:00;37,3
Vantaa Helsinki-Vantaa airport;2021;2;4;00:00;44,9
Vantaa Helsinki-Vantaa airport;2021;2;5;00:00;47,2
Vantaa Helsinki-Vantaa airport;2021;2;6;00:00;35,1
Vantaa Helsinki-Vantaa airport;2021;2;7;00:00;28,7
Vantaa Helsinki-Vantaa airport;2021;2;8;00:00;36,7
Vantaa Helsinki-Vantaa airport;2021;2;9;00:00;36,1
Vantaa Helsinki-Vantaa airport;2021;2;10;00:00;47,4
Vantaa Helsinki-Vantaa airport;2021;2;11;00:00;59,5
Vantaa Helsinki-Vantaa airport;2021;2;12;00:00;55,6
Vantaa Helsinki-Vantaa airport;2021;2;13;00:00;31,6
Vantaa Helsinki-Vantaa airport;2021;2;14;00:00;54,7
Vantaa Helsinki-Vantaa airport;2021;2;15;00:00;60,6
Vantaa Helsinki-Vantaa airport;2021;2;16;00:00;48,1
Vantaa Helsinki-Vantaa airport;2021;2;17;00:00;81,2
Vantaa Helsinki-Vantaa airport;2021;2;18;00:00;71,7
Vantaa Helsinki-Vantaa airport;2021;2;19;00:00;48,3
Vantaa Helsinki-Vantaa airport;2021;2;20;00:00;23,3
Vantaa Helsinki-Vantaa airport;2021;2;21;00:00;22,2
Vantaa Helsinki-Vantaa airport;2021;2;22;00:00;28,5
Vantaa Helsinki-Vantaa airport;2021;2;23;00:00;10,2
Vantaa Helsinki-Vantaa airport;2021;2;24;00:00;22,2
Vantaa Helsinki-Vantaa airport;2021;2;25;00:00;30,3
Vantaa Helsinki-Vantaa airport;2021;2;26;00:00;38,7
Vantaa Helsinki-Vantaa airport;2021;2;27;00:00;96,4
Vantaa Helsinki-Vantaa airport;2021;2;28;00:00;96
Vantaa Helsinki-Vantaa airport;2021;3;1;00:00;50,1
Vantaa Helsinki-Vantaa airport;2021;3;2;00:00;103,1
Vantaa Helsinki-Vantaa airport;2021;3;3;00:00;92,7
Vantaa Helsinki-Vantaa airport;2021;3;4;00:00;102,8
Vantaa Helsinki-Vantaa airport;2021;3;5;00:00;113,9
Vantaa Helsinki-Vantaa airport;2021;3;6;00:00;43,9
Vantaa Helsinki-Vantaa airport;2021;3;7;00:00;73,3
Vantaa Helsinki-Vantaa airport;2021;3;8;00:00;122,2
Vantaa Helsinki-Vantaa airport;2021;3;9;00:00;43,5
Vantaa Helsinki-Vantaa airport;2021;3;10;00:00;133,7
Vantaa Helsinki-Vantaa airport;2021;3;11;00:00;47,6
Vantaa Helsinki-Vantaa airport;2021;3;12;00:00;29,2
Vantaa Helsinki-Vantaa airport;2021;3;13;00:00;62,8
Vantaa Helsinki-Vantaa airport;2021;3;14;00:00;32,1
Vantaa Helsinki-Vantaa airport;2021;3;15;00:00;33,9
Vantaa Helsinki-Vantaa airport;2021;3;16;00:00;63,4
Vantaa Helsinki-Vantaa airport;2021;3;17;00:00;67,6
Vantaa Helsinki-Vantaa airport;2021;3;18;00:00;108,1
Vantaa Helsinki-Vantaa airport;2021;3;19;00:00;147,4
Vantaa Helsinki-Vantaa airport;2021;3;20;00:00;44,9
Vantaa Helsinki-Vantaa airport;2021;3;21;00:00;100,4
Vantaa Helsinki-Vantaa airport;2021;3;22;00:00;166,1
Vantaa Helsinki-Vantaa airport;2021;3;23;00:00;120,3
Vantaa Helsinki-Vantaa airport;2021;3;24;00:00;66,5
Vantaa Helsinki-Vantaa airport;2021;3;25;00:00;131,1
Vantaa Helsinki-Vantaa airport;2021;3;26;00:00;128,7
Vantaa Helsinki-Vantaa airport;2021;3;27;00:00;153,4
Vantaa Helsinki-Vantaa airport;2021;3;28;00:00;85,7
Vantaa Helsinki-Vantaa airport;2021;3;29;00:00;27,5
Vantaa Helsinki-Vantaa airport;2021;3;30;00:00;72,2
Vantaa Helsinki-Vantaa airport;2021;3;31;00:00;127,9
Vantaa Helsinki-Vantaa airport;2021;4;1;00:00;185,2
Vantaa Helsinki-Vantaa airport;2021;4;2;00:00;94
Vantaa Helsinki-Vantaa airport;2021;4;3;00:00;145,7
Vantaa Helsinki-Vantaa airport;2021;4;4;00:00;159,6
Vantaa Helsinki-Vantaa airport;2021;4;5;00:00;47
Vantaa Helsinki-Vantaa airport;2021;4;6;00:00;115,7
Vantaa Helsinki-Vantaa airport;2021;4;7;00:00;94,3
Vantaa Helsinki-Vantaa airport;2021;4;8;00:00;196,4
Vantaa Helsinki-Vantaa airport;2021;4;9;00:00;35,6
Vantaa Helsinki-Vantaa airport;2021;4;10;00:00;105,3
Vantaa Helsinki-Vantaa airport;2021;4;11;00:00;225,1
Vantaa Helsinki-Vantaa airport;2021;4;12;00:00;131,4
Vantaa Helsinki-Vantaa airport;2021;4;13;00:00;115,2
Vantaa Helsinki-Vantaa airport;2021;4;14;00:00;188,1
Vantaa Helsinki-Vantaa airport;2021;4;15;00:00;239,9
Vantaa Helsinki-Vantaa airport;2021;4;16;00:00;236,4
Vantaa Helsinki-Vantaa airport;2021;4;17;00:00;247
Vantaa Helsinki-Vantaa airport;2021;4;18;00:00;248,3
Vantaa Helsinki-Vantaa airport;2021;4;19;00:00;249,7
Vantaa Helsinki-Vantaa airport;2021;4;20;00:00;241,6
Vantaa Helsinki-Vantaa airport;2021;4;21;00:00;236,1
Vantaa Helsinki-Vantaa airport;2021;4;22;00:00;218,9
Vantaa Helsinki-Vantaa airport;2021;4;23;00:00;71
Vantaa Helsinki-Vantaa airport;2021;4;24;00:00;99,4
Vantaa Helsinki-Vantaa airport;2021;4;25;00:00;103,7
Vantaa Helsinki-Vantaa airport;2021;4;26;00:00;41,9
Vantaa Helsinki-Vantaa airport;2021;4;27;00:00;96,7
Vantaa Helsinki-Vantaa airport;2021;4;28;00:00;186,7
Vantaa Helsinki-Vantaa airport;2021;4;29;00:00;223,7
Vantaa Helsinki-Vantaa airport;2021;4;30;00:00;267,2
Vantaa Helsinki-Vantaa airport;2021;5;1;00:00;165,5
Vantaa Helsinki-Vantaa airport;2021;5;2;00:00;270,9
Vantaa Helsinki-Vantaa airport;2021;5;3;00:00;174
Vantaa Helsinki-Vantaa airport;2021;5;4;00:00;196,6
Vantaa Helsinki-Vantaa airport;2021;5;5;00:00;75,1
Vantaa Helsinki-Vantaa airport;2021;5;6;00:00;107,3
Vantaa Helsinki-Vantaa airport;2021;5;7;00:00;104,1
Vantaa Helsinki-Vantaa airport;2021;5;8;00:00;176
Vantaa Helsinki-Vantaa airport;2021;5;9;00:00;225,7
Vantaa Helsinki-Vantaa airport;2021;5;10;00:00;102,9
Vantaa Helsinki-Vantaa airport;2021;5;11;00:00;292,2
Vantaa Helsinki-Vantaa airport;2021;5;12;00:00;303,8
Vantaa Helsinki-Vantaa airport;2021;5;13;00:00;259,4
Vantaa Helsinki-Vantaa airport;2021;5;14;00:00;231,4
Vantaa Helsinki-Vantaa airport;2021;5;15;00:00;192,3
Vantaa Helsinki-Vantaa airport;2021;5;16;00:00;294,6
Vantaa Helsinki-Vantaa airport;2021;5;17;00:00;138,2
Vantaa Helsinki-Vantaa airport;2021;5;18;00:00;92,8
Vantaa Helsinki-Vantaa airport;2021;5;19;00:00;65,3
Vantaa Helsinki-Vantaa airport;2021;5;20;00:00;97,8
Vantaa Helsinki-Vantaa airport;2021;5;21;00:00;103,2
Vantaa Helsinki-Vantaa airport;2021;5;22;00:00;291,8
Vantaa Helsinki-Vantaa airport;2021;5;23;00:00;200,1
Vantaa Helsinki-Vantaa airport;2021;5;24;00:00;285,6
Vantaa Helsinki-Vantaa airport;2021;5;25;00:00;279,1
Vantaa Helsinki-Vantaa airport;2021;5;26;00:00;48,3
Vantaa Helsinki-Vantaa airport;2021;5;27;00:00;146,6
Vantaa Helsinki-Vantaa airport;2021;5;28;00:00;240,8
Vantaa Helsinki-Vantaa airport;2021;5;29;00:00;342,7
Vantaa Helsinki-Vantaa airport;2021;5;30;00:00;347,6
Vantaa Helsinki-Vantaa airport;2021;5;31;00:00;180,2
Vantaa Helsinki-Vantaa airport;2021;6;1;00:00;330,2
Vantaa Helsinki-Vantaa airport;2021;6;2;00:00;311,8
Vantaa Helsinki-Vantaa airport;2021;6;3;00:00;299,1
Vantaa Helsinki-Vantaa airport;2021;6;4;00:00;336,7
Vantaa Helsinki-Vantaa airport;2021;6;5;00:00;270,1
Vantaa Helsinki-Vantaa airport;2021;6;6;00:00;245,1
Vantaa Helsinki-Vantaa airport;2021;6;7;00:00;256,3
Vantaa Helsinki-Vantaa airport;2021;6;8;00:00;284
Vantaa Helsinki-Vantaa airport;2021;6;9;00:00;311,4
Vantaa Helsinki-Vantaa airport;2021;6;10;00:00;333,9
Vantaa Helsinki-Vantaa airport;2021;6;11;00:00;341,4
Vantaa Helsinki-Vantaa airport;2021;6;12;00:00;219,7
Vantaa Helsinki-Vantaa airport;2021;6;13;00:00;191,9
Vantaa Helsinki-Vantaa airport;2021;6;14;00:00;316,5
Vantaa Helsinki-Vantaa airport;2021;6;15;00:00;283,3
Vantaa Helsinki-Vantaa airport;2021;6;16;00:00;335,5
Vantaa Helsinki-Vantaa airport;2021;6;17;00:00;319,1
Vantaa Helsinki-Vantaa airport;2021;6;18;00:00;341,5
Vantaa Helsinki-Vantaa airport;2021;6;19;00:00;341,5
Vantaa Helsinki-Vantaa airport;2021;6;20;00:00;325,4
Vantaa Helsinki-Vantaa airport;2021;6;21;00:00;318,8
Vantaa Helsinki-Vantaa airport;2021;6;22;00:00;310,5
Vantaa Helsinki-Vantaa airport;2021;6;23;00:00;197,1
Vantaa Helsinki-Vantaa airport;2021;6;24;00:00;139,4
Vantaa Helsinki-Vantaa airport;2021;6;25;00:00;251,9
Vantaa Helsinki-Vantaa airport;2021;6;26;00:00;302,3
Vantaa Helsinki-Vantaa airport;2021;6;27;00:00;211,8
Vantaa Helsinki-Vantaa airport;2021;6;28;00:00;335
Vantaa Helsinki-Vantaa airport;2021;6;29;00:00;350,9
Vantaa Helsinki-Vantaa airport;2021;6;30;00:00;225,2
Vantaa Helsinki-Vantaa airport;2021;7;1;00:00;313,8
Vantaa Helsinki-Vantaa airport;2021;7;2;00:00;277,8
Vantaa Helsinki-Vantaa airport;2021;7;3;00:00;347,1
Vantaa Helsinki-Vantaa airport;2021;7;4;00:00;346,8
Vantaa Helsinki-Vantaa airport;2021;7;5;00:00;331,1
Vantaa Helsinki-Vantaa airport;2021;7;6;00:00;233,7
Vantaa Helsinki-Vantaa airport;2021;7;7;00:00;270,8
Vantaa Helsinki-Vantaa airport;2021;7;8;00:00;-
-;2021;7;9;00:00;-
-;2021;7;10;00:00;-
-;2021;7;11;00:00;-
-;2021;7;12;00:00;-
-;2021;7;13;00:00;-
-;2021;7;14;00:00;-
-;2021;7;15;00:00;-
-;2021;7;16;00:00;-
-;2021;7;17;00:00;-
-;2021;7;18;00:00;-
-;2021;7;19;00:00;-
-;2021;7;20;00:00;-
-;2021;7;21;00:00;-
-;2021;7;22;00:00;-
-;2021;7;23;00:00;-
-;2021;7;24;00:00;-
-;2021;7;25;00:00;-
-;2021;7;26;00:00;-
-;2021;7;27;00:00;-
-;2021;7;28;00:00;-
-;2021;7;29;00:00;-
-;2021;7;30;00:00;-
-;2021;7;31;00:00;-
-;2021;8;1;00:00;-
-;2021;8;2;00:00;-
-;2021;8;3;00:00;-
-;2021;8;4;00:00;-
-;2021;8;5;00:00;-
-;2021;8;6;00:00;-
-;2021;8;7;00:00;-
-;2021;8;8;00:00;-
-;2021;8;9;00:00;-
-;2021;8;10;00:00;-
-;2021;8;11;00:00;-
-;2021;8;12;00:00;-
-;2021;8;13;00:00;-
Vantaa Helsinki-Vantaa airport;2021;8;14;00:00;177,9
Vantaa Helsinki-Vantaa airport;2021;8;15;00:00;159
Vantaa Helsinki-Vantaa airport;2021;8;16;00:00;151
Vantaa Helsinki-Vantaa airport;2021;8;17;00:00;85,5
Vantaa Helsinki-Vantaa airport;2021;8;18;00:00;76,4
Vantaa Helsinki-Vantaa airport;2021;8;19;00:00;124,8
Vantaa Helsinki-Vantaa airport;2021;8;20;00:00;202
Vantaa Helsinki-Vantaa airport;2021;8;21;00:00;143,2
Vantaa Helsinki-Vantaa airport;2021;8;22;00:00;133,5
Vantaa Helsinki-Vantaa airport;2021;8;23;00:00;136,6
Vantaa Helsinki-Vantaa airport;2021;8;24;00:00;153
Vantaa Helsinki-Vantaa airport;2021;8;25;00:00;16,6
Vantaa Helsinki-Vantaa airport;2021;8;26;00:00;55,1
Vantaa Helsinki-Vantaa airport;2021;8;27;00:00;32,9
Vantaa Helsinki-Vantaa airport;2021;8;28;00:00;113,5
Vantaa Helsinki-Vantaa airport;2021;8;29;00:00;145,8
Vantaa Helsinki-Vantaa airport;2021;8;30;00:00;207,5
Vantaa Helsinki-Vantaa airport;2021;8;31;00:00;202
Vantaa Helsinki-Vantaa airport;2021;9;1;00:00;167,5
Vantaa Helsinki-Vantaa airport;2021;9;2;00:00;178,1
Vantaa Helsinki-Vantaa airport;2021;9;3;00:00;155,1
Vantaa Helsinki-Vantaa airport;2021;9;4;00:00;177
Vantaa Helsinki-Vantaa airport;2021;9;5;00:00;143,1
Vantaa Helsinki-Vantaa airport;2021;9;6;00:00;119,5
Vantaa Helsinki-Vantaa airport;2021;9;7;00:00;94,9
Vantaa Helsinki-Vantaa airport;2021;9;8;00:00;87,4
Vantaa Helsinki-Vantaa airport;2021;9;9;00:00;127,4
Vantaa Helsinki-Vantaa airport;2021;9;10;00:00;180,2
Vantaa Helsinki-Vantaa airport;2021;9;11;00:00;54,6
Vantaa Helsinki-Vantaa airport;2021;9;12;00:00;27,2
Vantaa Helsinki-Vantaa airport;2021;9;13;00:00;131,8
Vantaa Helsinki-Vantaa airport;2021;9;14;00:00;148,3
Vantaa Helsinki-Vantaa airport;2021;9;15;00:00;116,8
Vantaa Helsinki-Vantaa airport;2021;9;16;00:00;97,4
Vantaa Helsinki-Vantaa airport;2021;9;17;00:00;100,2
Vantaa Helsinki-Vantaa airport;2021;9;18;00:00;80,4
Vantaa Helsinki-Vantaa airport;2021;9;19;00:00;87,4
Vantaa Helsinki-Vantaa airport;2021;9;20;00:00;121,7
Vantaa Helsinki-Vantaa airport;2021;9;21;00:00;68
Vantaa Helsinki-Vantaa airport;2021;9;22;00:00;144
Vantaa Helsinki-Vantaa airport;2021;9;23;00:00;51,7
Vantaa Helsinki-Vantaa airport;2021;9;24;00:00;17,2
Vantaa Helsinki-Vantaa airport;2021;9;25;00:00;57,6
Vantaa Helsinki-Vantaa airport;2021;9;26;00:00;133,9
Vantaa Helsinki-Vantaa airport;2021;9;27;00:00;130,3
Vantaa Helsinki-Vantaa airport;2021;9;28;00:00;59
Vantaa Helsinki-Vantaa airport;2021;9;29;00:00;34,3
